TXNAME	GENEID	chr1
ENST00000428931.6	ENSG00000143569.20	0
ENST00000428932.1	ENSG00000225905.2	0
ENST00000428945.1	ENSG00000237301.2	0
ENST00000428962.2	ENSG00000169231.13	0
ENST00000428971.2	ENSG00000143248.13	0
ENST00000428975.5	ENSG00000158747.15	0
ENST00000428976.1	ENSG00000229815.1	0
ENST00000429000.6	ENSG00000083444.17	0
ENST00000429009.1	ENSG00000133056.14	0
ENST00000429031.5	ENSG00000134222.16	0
ENST00000429051.1	ENSG00000180198.17	0
ENST00000429055.1	ENSG00000230806.2	0
ENST00000429074.1	ENSG00000230735.1	0
ENST00000429080.1	ENSG00000233047.7	0
ENST00000429099.2	ENSG00000226938.2	0
ENST00000429105.1	ENSG00000229991.1	0
ENST00000429109.1	ENSG00000229901.1	0
ENST00000429156.7	ENSG00000230937.14	0
ENST00000429191.1	ENSG00000230703.1	0
ENST00000429195.1	ENSG00000236136.1	0
ENST00000429204.6	ENSG00000143772.11	0
ENST00000429208.1	ENSG00000224540.1	0
ENST00000429211.2	ENSG00000226814.2	0
ENST00000429227.1	ENSG00000177788.7	0
ENST00000429230.1	ENSG00000226716.1	0
ENST00000429261.2	ENSG00000187980.7	0
ENST00000429269.1	ENSG00000224939.2	0
ENST00000429278.1	ENSG00000234863.1	0
ENST00000429288.2	ENSG00000155380.13	0
ENST00000429293.1	ENSG00000230163.1	0
ENST00000429328.2	ENSG00000224805.3	0
ENST00000429352.3	ENSG00000236427.3	0
ENST00000429356.5	ENSG00000117308.15	0
ENST00000429375.6	ENSG00000143190.23	0
ENST00000429388.6	ENSG00000291158.2	0
ENST00000429389.1	ENSG00000231630.1	0
ENST00000429398.5	ENSG00000226167.2	0
ENST00000429410.2	ENSG00000134201.12	0
ENST00000429440.5	ENSG00000143776.20	0
ENST00000429443.1	ENSG00000235121.2	0
ENST00000429469.2	ENSG00000223881.3	0
ENST00000429480.3	ENSG00000225077.4	0
ENST00000429498.5	ENSG00000118197.14	0
ENST00000429499.7	ENSG00000229258.7	0
ENST00000429505.6	ENSG00000237491.11	0
ENST00000429507.1	ENSG00000230404.1	0
ENST00000429525.1	ENSG00000143845.15	0
ENST00000429533.6	ENSG00000116871.16	0
ENST00000429537.6	ENSG00000174827.14	0
ENST00000429572.5	ENSG00000127054.22	0
ENST00000429608.2	ENSG00000237480.4	0
ENST00000429616.1	ENSG00000232768.1	0
ENST00000429623.1	ENSG00000234262.1	0
ENST00000429660.1	ENSG00000223683.1	0
ENST00000429666.2	ENSG00000233755.2	0
ENST00000429682.2	ENSG00000229120.2	0
ENST00000429712.5	ENSG00000211454.16	0
ENST00000429725.1	ENSG00000230426.6	0
ENST00000429731.1	ENSG00000177551.5	0
ENST00000429744.2	ENSG00000224255.2	0
ENST00000429752.3	ENSG00000251484.3	0
ENST00000429768.1	ENSG00000229739.5	0
ENST00000429784.2	ENSG00000291138.2	0
ENST00000429851.6	ENSG00000135837.18	0.25
ENST00000429859.5	ENSG00000223745.9	0
ENST00000429865.5	ENSG00000232995.7	0
ENST00000429867.2	ENSG00000223570.2	0
ENST00000429871.1	ENSG00000237852.1	0
ENST00000429895.5	ENSG00000142949.17	0
ENST00000429912.1	ENSG00000188739.15	0
ENST00000429913.2	ENSG00000178596.10	0
ENST00000429942.2	ENSG00000176092.17	0
ENST00000429957.1	ENSG00000197785.14	0
ENST00000429959.2	ENSG00000234202.2	0
ENST00000429964.7	ENSG00000117266.16	0
ENST00000429988.2	ENSG00000135749.20	0
ENST00000430015.5	ENSG00000134369.17	0
ENST00000430042.1	ENSG00000225483.1	0
ENST00000430076.5	ENSG00000162458.13	0
ENST00000430092.5	ENSG00000185842.16	0
ENST00000430098.2	ENSG00000227091.2	0
ENST00000430107.2	ENSG00000233154.6	0
ENST00000430109.2	ENSG00000225285.2	0
ENST00000430114.3	ENSG00000291234.2	0
ENST00000430120.3	ENSG00000198929.13	0
ENST00000430123.2	ENSG00000227764.3	0
ENST00000430143.2	ENSG00000229044.2	0
ENST00000430195.2	ENSG00000174151.15	0
ENST00000430210.1	ENSG00000237469.2	0
ENST00000430227.5	ENSG00000143390.18	0
ENST00000430232.5	ENSG00000117682.18	0
ENST00000430245.5	ENSG00000234741.11	0
ENST00000430248.5	ENSG00000197721.17	0
ENST00000430291.2	ENSG00000117713.21	0
ENST00000430312.1	ENSG00000231064.10	0
ENST00000430316.5	ENSG00000233154.6	0
ENST00000430320.4	ENSG00000223382.7	0
ENST00000430330.6	ENSG00000116171.19	0
ENST00000430373.3	ENSG00000227811.4	0
ENST00000430393.7	ENSG00000163531.17	0
ENST00000430394.3	ENSG00000291123.2	0
ENST00000430398.2	ENSG00000229636.2	0
ENST00000430407.1	ENSG00000180198.17	0
ENST00000430433.5	ENSG00000162910.19	0
ENST00000430442.2	ENSG00000291158.2	0
ENST00000430447.5	ENSG00000172456.18	0
ENST00000430450.2	ENSG00000235449.2	0
ENST00000430465.1	ENSG00000162669.16	0
ENST00000430471.1	ENSG00000224818.1	0
ENST00000430498.1	ENSG00000236468.1	0
ENST00000430508.1	ENSG00000265107.3	0
ENST00000430516.1	ENSG00000225122.1	0
ENST00000430519.3	ENSG00000227421.3	0
ENST00000430527.6	ENSG00000116977.19	0
ENST00000430540.1	ENSG00000236648.2	0
ENST00000430542.1	ENSG00000234601.2	0
ENST00000430580.6	ENSG00000219481.11	0
ENST00000430583.2	ENSG00000230280.2	0
ENST00000430592.2	ENSG00000227373.7	0
ENST00000430605.1	ENSG00000229956.12	0
ENST00000430615.1	ENSG00000134216.19	0
ENST00000430623.5	ENSG00000229258.7	0
ENST00000430643.1	ENSG00000230896.1	0
ENST00000430677.1	ENSG00000233920.3	0
ENST00000430683.1	ENSG00000225886.3	0
ENST00000430724.2	ENSG00000226745.2	0
ENST00000430748.1	ENSG00000236676.1	0
ENST00000430776.2	ENSG00000228215.4	0
ENST00000430786.5	ENSG00000127054.22	0
ENST00000430791.1	ENSG00000232752.1	0
ENST00000430799.7	ENSG00000117713.21	0
ENST00000430800.5	ENSG00000143393.17	0
ENST00000430808.1	ENSG00000235112.1	0
ENST00000430845.2	ENSG00000225242.2	0
ENST00000430890.5	ENSG00000233620.6	0
ENST00000430905.2	ENSG00000227818.2	0
ENST00000430921.2	ENSG00000225919.2	0
ENST00000430973.1	ENSG00000233084.2	0
ENST00000430995.1	ENSG00000213262.3	0
ENST00000430996.2	ENSG00000162496.10	0
ENST00000431011.3	ENSG00000235942.3	0
ENST00000431027.1	ENSG00000227066.3	0
ENST00000431046.1	ENSG00000231163.7	0
ENST00000431096.7	ENSG00000230937.14	0
ENST00000431097.3	ENSG00000226889.5	0
ENST00000431139.4	ENSG00000230015.5	0
ENST00000431193.5	ENSG00000143363.17	0
ENST00000431202.1	ENSG00000235143.1	0
ENST00000431239.6	ENSG00000131778.20	0
ENST00000431241.1	ENSG00000183298.5	0
ENST00000431243.6	ENSG00000177000.13	0
ENST00000431245.2	ENSG00000117009.12	0
ENST00000431268.5	ENSG00000234741.11	0
ENST00000431287.1	ENSG00000236775.1	0
ENST00000431292.1	ENSG00000143578.16	0
ENST00000431294.8	ENSG00000230798.8	0
ENST00000431295.1	ENSG00000231416.1	0
ENST00000431307.1	ENSG00000226251.9	0
ENST00000431311.1	ENSG00000237290.2	0
ENST00000431321.2	ENSG00000290385.2	0
ENST00000431347.1	ENSG00000238078.1	0
ENST00000431362.1	ENSG00000235777.1	0
ENST00000431412.3	ENSG00000117385.16	0
ENST00000431423.2	ENSG00000233792.4	0
ENST00000431459.1	ENSG00000238272.1	0
ENST00000431473.4	ENSG00000177181.15	0
ENST00000431492.2	ENSG00000226723.2	0
ENST00000431514.2	ENSG00000236073.2	0
ENST00000431525.1	ENSG00000227139.1	0
ENST00000431532.6	ENSG00000117174.11	0
ENST00000431536.1	ENSG00000232672.1	0
ENST00000431541.6	ENSG00000060642.12	0
ENST00000431553.7	ENSG00000291129.2	0
ENST00000431570.1	ENSG00000228081.2	0
ENST00000431586.1	ENSG00000117751.18	0
ENST00000431587.2	ENSG00000232750.2	0
ENST00000431591.2	ENSG00000226986.4	0
ENST00000431596.1	ENSG00000231219.1	0
ENST00000431627.1	ENSG00000229849.1	0
ENST00000431635.6	ENSG00000117395.13	0
ENST00000431637.2	ENSG00000231814.3	0
ENST00000431655.2	ENSG00000196550.11	0
ENST00000431663.1	ENSG00000272645.6	0
ENST00000431691.1	ENSG00000229400.1	0
ENST00000431696.1	ENSG00000254706.3	0
ENST00000431729.3	ENSG00000232679.4	0
ENST00000431759.7	ENSG00000227533.8	0
ENST00000431770.1	ENSG00000224093.8	0
ENST00000431771.6	ENSG00000162458.13	0
ENST00000431772.1	ENSG00000184908.20	0
ENST00000431781.2	ENSG00000142751.15	0
ENST00000431782.1	ENSG00000224321.1	0
ENST00000431800.2	ENSG00000230615.9	0
ENST00000431803.2	ENSG00000230068.2	0
ENST00000431812.1	ENSG00000290385.2	0
ENST00000431838.1	ENSG00000230576.1	0
ENST00000431849.3	ENSG00000117616.18	0
ENST00000431862.1	ENSG00000228560.1	0
ENST00000431916.5	ENSG00000142687.19	0
ENST00000431927.5	ENSG00000085831.16	0
ENST00000431933.5	ENSG00000117682.18	0
ENST00000431943.1	ENSG00000227742.3	0
ENST00000431955.1	ENSG00000241720.2	0
ENST00000431968.2	ENSG00000232663.2	0
ENST00000431969.5	ENSG00000143178.13	0
ENST00000431986.2	ENSG00000223720.2	0
ENST00000431992.6	ENSG00000134686.21	0
ENST00000432012.1	ENSG00000001461.18	0
ENST00000432038.1	ENSG00000232265.9	0
ENST00000432079.5	ENSG00000116747.13	0
ENST00000432081.1	ENSG00000235575.1	0
ENST00000432083.1	ENSG00000223344.2	0
ENST00000432111.5	ENSG00000142875.21	0
ENST00000432147.2	ENSG00000224927.2	0
ENST00000432162.7	ENSG00000293271.2	0
ENST00000432195.3	ENSG00000225938.4	0
ENST00000432210.1	ENSG00000228086.2	0
ENST00000432247.1	ENSG00000235182.1	0
ENST00000432257.1	ENSG00000228523.1	0
ENST00000432259.6	ENSG00000164002.12	0
ENST00000432282.5	ENSG00000058673.17	0
ENST00000432287.6	ENSG00000143252.17	2
ENST00000432294.1	ENSG00000241073.1	0
ENST00000432296.2	ENSG00000229989.7	0
ENST00000432323.1	ENSG00000235363.1	0
ENST00000432386.1	ENSG00000229021.3	0
ENST00000432390.2	ENSG00000231333.2	0
ENST00000432395.1	ENSG00000231613.1	0
ENST00000432415.6	ENSG00000134262.15	0
ENST00000432429.5	ENSG00000228750.8	0
ENST00000432447.6	ENSG00000231163.7	0
ENST00000432461.1	ENSG00000231020.1	0
ENST00000432465.1	ENSG00000040487.13	0
ENST00000432472.1	ENSG00000225447.1	0
ENST00000432488.1	ENSG00000235492.2	0
ENST00000432511.4	ENSG00000233791.8	0
ENST00000432512.1	ENSG00000233586.1	0
ENST00000432521.3	ENSG00000238164.7	0
ENST00000432536.6	ENSG00000234741.11	0
ENST00000432537.2	ENSG00000224209.9	0
ENST00000432559.2	ENSG00000228229.2	0
ENST00000432567.1	ENSG00000228347.1	0
ENST00000432574.2	ENSG00000203781.4	0
ENST00000432577.1	ENSG00000213036.3	0
ENST00000432587.6	ENSG00000143164.16	0
ENST00000432622.2	ENSG00000225828.2	0
ENST00000432648.8	ENSG00000174574.16	9
ENST00000432653.1	ENSG00000234578.1	0
ENST00000432666.2	ENSG00000227000.2	0
ENST00000432683.1	ENSG00000227409.1	0
ENST00000432694.2	ENSG00000224000.2	0
ENST00000432698.1	ENSG00000236779.1	0
ENST00000432703.2	ENSG00000233246.2	0
ENST00000432718.2	ENSG00000159423.17	0
ENST00000432723.3	ENSG00000233653.3	0
ENST00000432731.2	ENSG00000237415.2	0
ENST00000432741.5	ENSG00000223745.9	0
ENST00000432749.6	ENSG00000173369.18	0
ENST00000432760.2	ENSG00000227417.3	0
ENST00000432792.6	ENSG00000179178.11	1.5
ENST00000432815.2	ENSG00000231615.2	0
ENST00000432837.2	ENSG00000232860.11	0
ENST00000432858.1	ENSG00000227673.1	0
ENST00000432874.7	ENSG00000183317.17	0
ENST00000432897.5	ENSG00000226759.9	0
ENST00000432920.2	ENSG00000255835.1	0
ENST00000432922.6	ENSG00000224592.6	0
ENST00000432923.2	ENSG00000233983.2	0
ENST00000432935.1	ENSG00000230331.1	0
ENST00000432961.1	ENSG00000223764.3	0
ENST00000432963.1	ENSG00000230368.3	0
ENST00000432964.1	ENSG00000290385.2	0
ENST00000432976.2	ENSG00000237283.2	0
ENST00000433008.3	ENSG00000231507.5	0
ENST00000433044.1	ENSG00000235638.1	0
ENST00000433045.6	ENSG00000116885.18	0
ENST00000433058.1	ENSG00000234476.6	0
ENST00000433082.6	ENSG00000230461.11	0
ENST00000433108.1	ENSG00000230937.14	0
ENST00000433122.2	ENSG00000232879.2	0
ENST00000433123.2	ENSG00000232154.2	0
ENST00000433124.1	ENSG00000185842.16	0
ENST00000433130.2	ENSG00000075391.18	0
ENST00000433131.1	ENSG00000230325.1	0
ENST00000433132.1	ENSG00000235912.1	0
ENST00000433172.3	ENSG00000134198.10	0
ENST00000433179.4	ENSG00000187642.10	0
ENST00000433235.1	ENSG00000118197.14	0
ENST00000433288.2	ENSG00000223810.2	0
ENST00000433311.2	ENSG00000232857.2	0
ENST00000433342.6	ENSG00000215910.8	0
ENST00000433377.1	ENSG00000235741.2	0
ENST00000433407.1	ENSG00000227950.1	0
ENST00000433473.8	ENSG00000131238.18	0
ENST00000433474.1	ENSG00000233728.1	0
ENST00000433505.6	ENSG00000215866.10	0
ENST00000433521.2	ENSG00000293044.2	0
ENST00000433527.1	ENSG00000223612.3	0
ENST00000433544.1	ENSG00000137936.18	0
ENST00000433562.1	ENSG00000238199.1	0
ENST00000433576.6	ENSG00000232679.4	0
ENST00000433580.1	ENSG00000225712.1	0
ENST00000433615.5	ENSG00000143569.20	0
ENST00000433640.7	ENSG00000142621.21	0
ENST00000433671.2	ENSG00000228436.5	0
ENST00000433674.6	ENSG00000162909.18	0
ENST00000433683.1	ENSG00000232751.1	0
ENST00000433690.1	ENSG00000233203.8	0
ENST00000433695.2	ENSG00000291156.2	0
ENST00000433734.1	ENSG00000236975.3	0
ENST00000433745.5	ENSG00000203859.10	0
ENST00000433746.2	ENSG00000178965.14	0
ENST00000433749.5	ENSG00000036549.13	0
ENST00000433757.1	ENSG00000162733.19	0
ENST00000433774.1	ENSG00000235794.1	0
ENST00000433816.1	ENSG00000226443.3	0
ENST00000433827.2	ENSG00000123473.17	0
ENST00000433834.5	ENSG00000077549.19	0
ENST00000433837.1	ENSG00000233706.1	0
ENST00000433842.1	ENSG00000223694.1	0
ENST00000433869.1	ENSG00000230550.3	0
ENST00000433876.2	ENSG00000228423.2	0
ENST00000433886.1	ENSG00000237848.1	0
ENST00000433897.1	ENSG00000235386.1	0
ENST00000433910.1	ENSG00000226196.1	0
ENST00000433939.7	ENSG00000236782.8	0
ENST00000433953.2	ENSG00000229687.2	0
ENST00000433990.1	ENSG00000237897.2	0
ENST00000434014.1	ENSG00000132881.12	0
ENST00000434033.5	ENSG00000203710.12	0
ENST00000434068.1	ENSG00000198520.12	0
ENST00000434072.1	ENSG00000232284.10	0
ENST00000434082.3	ENSG00000143627.19	0
ENST00000434088.1	ENSG00000162779.22	0
ENST00000434112.1	ENSG00000232536.1	0
ENST00000434139.1	ENSG00000230415.2	0
ENST00000434141.2	ENSG00000226759.9	0
ENST00000434150.2	ENSG00000225285.2	0
ENST00000434181.7	ENSG00000231163.7	0
ENST00000434182.2	ENSG00000234614.2	0
ENST00000434207.1	ENSG00000231992.2	0
ENST00000434209.1	ENSG00000237622.1	0
ENST00000434231.6	ENSG00000116977.19	0
ENST00000434233.2	ENSG00000218510.9	0
ENST00000434240.2	ENSG00000230638.4	0
ENST00000434244.5	ENSG00000230615.9	0
ENST00000434245.3	ENSG00000274020.6	0
ENST00000434264.6	ENSG00000237491.11	0
ENST00000434265.2	ENSG00000224671.2	0
ENST00000434290.6	ENSG00000180198.17	0
ENST00000434299.5	ENSG00000117448.14	0
ENST00000434300.3	ENSG00000285280.3	0
ENST00000434311.1	ENSG00000226920.1	0
ENST00000434346.1	ENSG00000236200.8	0
ENST00000434367.1	ENSG00000232463.1	0
ENST00000434387.1	ENSG00000135763.10	0
ENST00000434391.6	ENSG00000117682.18	0
ENST00000434394.1	ENSG00000227667.1	0
ENST00000434398.2	ENSG00000234754.3	0
ENST00000434429.2	ENSG00000228665.2	0
ENST00000434447.5	ENSG00000225857.5	0
ENST00000434461.1	ENSG00000238087.3	0
ENST00000434465.2	ENSG00000227062.2	0
ENST00000434478.6	ENSG00000126088.14	0
ENST00000434479.2	ENSG00000229795.2	0
ENST00000434488.2	ENSG00000231978.2	0
ENST00000434499.2	ENSG00000234112.2	0
ENST00000434520.5	ENSG00000198520.12	0
ENST00000434540.1	ENSG00000230027.3	0
ENST00000434555.7	ENSG00000117411.18	0
ENST00000434558.5	ENSG00000143314.12	0
ENST00000434571.7	ENSG00000153029.16	0
ENST00000434575.1	ENSG00000233222.2	0
ENST00000434576.2	ENSG00000187017.18	0
ENST00000434578.6	ENSG00000171729.14	0
ENST00000434580.1	ENSG00000213028.3	0
ENST00000434606.2	ENSG00000290772.2	0
ENST00000434615.2	ENSG00000077157.23	0
ENST00000434641.5	ENSG00000131591.18	0
ENST00000434648.5	ENSG00000162909.18	0
ENST00000434686.6	ENSG00000078369.19	0
ENST00000434694.6	ENSG00000127054.22	0
ENST00000434700.5	ENSG00000197520.11	0
ENST00000434718.2	ENSG00000225854.2	0
ENST00000434734.1	ENSG00000223656.1	0
ENST00000434793.1	ENSG00000229713.1	0
ENST00000434796.5	ENSG00000234741.11	0
ENST00000434803.1	ENSG00000241361.9	0
ENST00000434805.1	ENSG00000229994.1	0
ENST00000434808.1	ENSG00000236888.1	0
ENST00000434817.5	ENSG00000157873.18	0
ENST00000434838.6	ENSG00000142794.19	0
ENST00000434856.1	ENSG00000198857.3	0
ENST00000434861.5	ENSG00000168389.18	0
ENST00000434872.2	ENSG00000154309.9	0
ENST00000434879.1	ENSG00000233154.6	0
ENST00000434936.2	ENSG00000228776.2	0
ENST00000434965.1	ENSG00000229016.1	0
ENST00000434983.3	ENSG00000233882.3	0
ENST00000435000.2	ENSG00000225603.3	0
ENST00000435008.1	ENSG00000229595.1	0
ENST00000435016.2	ENSG00000117707.17	0
ENST00000435021.1	ENSG00000228153.1	0
ENST00000435023.1	ENSG00000237292.2	0
ENST00000435049.3	ENSG00000238260.4	0
ENST00000435064.6	ENSG00000127054.22	3
ENST00000435087.2	ENSG00000143575.16	0
ENST00000435108.1	ENSG00000236846.2	0
ENST00000435115.5	ENSG00000291158.2	0
ENST00000435124.5	ENSG00000196189.14	0
ENST00000435130.1	ENSG00000224685.1	0
ENST00000435134.2	ENSG00000231837.2	0
ENST00000435149.1	ENSG00000162736.18	0
ENST00000435153.5	ENSG00000143774.18	0
ENST00000435155.2	ENSG00000132781.22	0
ENST00000435165.3	ENSG00000118473.23	0
ENST00000435168.6	ENSG00000084070.12	0
ENST00000435187.1	ENSG00000001460.18	0
ENST00000435192.2	ENSG00000225719.2	0
ENST00000435198.5	ENSG00000160087.21	0
ENST00000435206.1	ENSG00000232175.1	0
ENST00000435216.1	ENSG00000234219.1	0
ENST00000435221.6	ENSG00000157873.18	0
ENST00000435230.1	ENSG00000237163.1	0
ENST00000435243.2	ENSG00000224338.2	0
ENST00000435253.5	ENSG00000230768.10	0
ENST00000435270.2	ENSG00000213226.4	0
ENST00000435274.6	ENSG00000117859.19	0
ENST00000435277.1	ENSG00000231181.1	0
ENST00000435302.5	ENSG00000240038.8	0
ENST00000435307.2	ENSG00000213088.14	0
ENST00000435310.5	ENSG00000116857.17	0
ENST00000435311.1	ENSG00000231987.1	0
ENST00000435314.5	ENSG00000143390.18	0
ENST00000435319.8	ENSG00000143337.19	0
ENST00000435333.6	ENSG00000236817.6	0
ENST00000435345.6	ENSG00000116171.19	0
ENST00000435351.2	ENSG00000223663.2	0
ENST00000435358.5	ENSG00000189409.14	0
ENST00000435378.6	ENSG00000154309.9	0
ENST00000435383.2	ENSG00000075151.24	0
ENST00000435388.4	ENSG00000230337.5	0
ENST00000435390.2	ENSG00000225401.2	0
ENST00000435399.1	ENSG00000236872.1	0
ENST00000435409.6	ENSG00000143624.14	0
ENST00000435442.1	ENSG00000231100.1	0
ENST00000435475.5	ENSG00000121957.15	0
ENST00000435492.2	ENSG00000227181.2	0
ENST00000435542.4	ENSG00000203709.15	0
ENST00000435545.1	ENSG00000230287.3	0
ENST00000435549.1	ENSG00000054282.16	0
ENST00000435552.2	ENSG00000228105.3	0
ENST00000435554.1	ENSG00000231714.1	0
ENST00000435556.8	ENSG00000157881.16	0
ENST00000435559.1	ENSG00000293271.2	0
ENST00000435574.3	ENSG00000231768.3	0
ENST00000435576.2	ENSG00000269113.4	0
ENST00000435580.2	ENSG00000225279.3	0
ENST00000435649.3	ENSG00000233593.13	0
ENST00000435676.2	ENSG00000188859.7	0
ENST00000435693.1	ENSG00000228729.1	0
ENST00000435719.5	ENSG00000131236.18	0
ENST00000435735.2	ENSG00000233217.3	0
ENST00000435739.1	ENSG00000229294.1	0
ENST00000435754.1	ENSG00000242943.1	0
ENST00000435759.6	ENSG00000143851.17	0
ENST00000435784.2	ENSG00000235055.3	0
ENST00000435800.7	ENSG00000226419.10	0
ENST00000435827.6	ENSG00000090273.14	0
ENST00000435828.1	ENSG00000235612.2	0
ENST00000435832.1	ENSG00000229201.2	0
ENST00000435871.1	ENSG00000233125.3	0
ENST00000435872.2	ENSG00000229167.3	0
ENST00000435891.5	ENSG00000171603.18	0
ENST00000435905.5	ENSG00000204859.13	0
ENST00000435919.2	ENSG00000231700.3	0
ENST00000435927.5	ENSG00000173409.14	0
ENST00000435937.6	ENSG00000069424.16	0
ENST00000435973.3	ENSG00000227043.4	0
ENST00000435986.1	ENSG00000229316.1	0
ENST00000435987.5	ENSG00000121957.15	0
ENST00000435997.2	ENSG00000232678.2	0
ENST00000436031.6	ENSG00000121446.20	0
ENST00000436033.1	ENSG00000233203.8	0
ENST00000436039.1	ENSG00000228830.1	0
ENST00000436041.6	ENSG00000274764.6	0
ENST00000436045.1	ENSG00000230231.1	0
ENST00000436063.7	ENSG00000067334.14	2
ENST00000436069.5	ENSG00000178028.14	0
ENST00000436111.1	ENSG00000065243.20	0
ENST00000436121.3	ENSG00000225605.4	0
ENST00000436133.6	ENSG00000142875.21	0
ENST00000436135.1	ENSG00000231434.1	0
ENST00000436136.1	ENSG00000227747.2	0
ENST00000436153.6	ENSG00000117682.18	0
ENST00000436160.1	ENSG00000228589.3	0
ENST00000436200.2	ENSG00000223745.9	0
ENST00000436206.1	ENSG00000233099.2	0
ENST00000436207.2	ENSG00000227527.2	0
ENST00000436212.1	ENSG00000236484.2	0
ENST00000436225.2	ENSG00000224609.9	0
ENST00000436229.2	ENSG00000229716.2	0
ENST00000436239.5	ENSG00000116906.13	0
ENST00000436252.5	ENSG00000227179.7	0
ENST00000436262.2	ENSG00000223479.4	0
ENST00000436271.5	ENSG00000143390.18	0
ENST00000436275.1	ENSG00000228264.1	0
ENST00000436285.7	ENSG00000234741.11	1
ENST00000436287.1	ENSG00000188460.4	0
ENST00000436292.5	ENSG00000176083.18	0
ENST00000436334.2	ENSG00000177788.7	0
ENST00000436342.6	ENSG00000158161.16	0
ENST00000436350.2	ENSG00000226891.10	0
ENST00000436366.1	ENSG00000233337.1	0
ENST00000436377.1	ENSG00000234277.4	0
ENST00000436385.2	ENSG00000231866.2	0
ENST00000436387.1	ENSG00000171960.12	0
ENST00000436416.1	ENSG00000225113.1	0
ENST00000436427.1	ENSG00000065978.19	0
ENST00000436439.6	ENSG00000117305.15	0
ENST00000436464.1	ENSG00000121753.13	0
ENST00000436475.3	ENSG00000224209.9	0
ENST00000436509.2	ENSG00000226126.2	0
ENST00000436515.2	ENSG00000224521.3	0
ENST00000436555.2	ENSG00000181201.4	0
ENST00000436595.1	ENSG00000203710.12	0
ENST00000436604.2	ENSG00000116133.13	0
ENST00000436614.1	ENSG00000143373.18	0
ENST00000436637.5	ENSG00000143390.18	0
ENST00000436642.2	ENSG00000233069.2	0
ENST00000436652.1	ENSG00000203724.11	0
ENST00000436656.7	ENSG00000234741.11	0
ENST00000436658.1	ENSG00000186543.7	0
ENST00000436661.6	ENSG00000176261.16	0
ENST00000436684.2	ENSG00000225222.2	0
ENST00000436685.6	ENSG00000155366.17	0
ENST00000436696.2	ENSG00000221879.3	0
ENST00000436706.1	ENSG00000232628.8	0
ENST00000436713.1	ENSG00000229431.2	0
ENST00000436717.6	ENSG00000117602.13	0
ENST00000436724.5	ENSG00000142949.17	0
ENST00000436739.2	ENSG00000225656.2	0
ENST00000436742.5	ENSG00000237413.6	0
ENST00000436743.7	ENSG00000203747.13	0
ENST00000436748.6	ENSG00000143401.15	0
ENST00000436756.5	ENSG00000291216.1	0
ENST00000436772.3	ENSG00000231064.10	0
ENST00000436779.1	ENSG00000231563.4	0
ENST00000436802.2	ENSG00000227163.2	0
ENST00000436811.2	ENSG00000123473.17	0
ENST00000436839.1	ENSG00000160678.12	0
ENST00000436865.5	ENSG00000163374.21	0
ENST00000436879.2	ENSG00000226166.2	0
ENST00000436880.2	ENSG00000229989.7	0
ENST00000436895.1	ENSG00000224625.2	0
ENST00000436897.1	ENSG00000118197.14	0
ENST00000436905.6	ENSG00000237457.7	0
ENST00000436918.6	ENSG00000117298.16	0
ENST00000436927.5	ENSG00000143748.18	0
ENST00000436955.2	ENSG00000228309.8	0
ENST00000436960.1	ENSG00000233271.1	0
ENST00000436966.1	ENSG00000196187.12	0
ENST00000436974.1	ENSG00000226375.1	0
ENST00000436983.2	ENSG00000224584.2	0
ENST00000436991.1	ENSG00000233478.1	0
ENST00000437060.1	ENSG00000238186.1	0
